JOB_TYPE,DEPTH_M,DIAMETER_MM,MATERIAL,LENGTH_M,JOB_COST
0,2.23,90,0,25.27,2005.863925
1,3.6,90,1,30.1,7999.362932999999
1,3.73,90,0,32.13,14185.03305
1,1.45,250,2,38.11,9820.603732
1,1.99,200,0,34.76,18558.50774
1,1.45,125,1,16.17,5557.173802
0,1.67,63,1,16.56,1749.84168
1,3.08,125,2,38.31,15127.16687
0,2.75,250,0,22.97,12846.099629999999
1,3.9,200,0,20.61,22423.13485
0,2.61,90,1,38.31,3747.1893219999997
1,2.47,90,2,19.21,6656.5350229999995
0,2.72,200,2,23.51,7506.117109000001
1,2.71,125,2,38.31,18038.88112
1,3.54,90,2,26.62,12154.51545
0,1.51,50,0,21.26,1749.84168
1,3.9,125,0,32.15,17584.15642
1,3.37,125,2,30.76,16502.2642
1,1.82,63,1,18.45,3229.7667149999997
1,3.9,200,2,31.13,22423.13485
0,3.9,50,1,20.6,2816.105034
1,1.45,250,1,14.82,13703.995469999998
0,1.65,90,0,17.82,1749.84168
0,1.73,90,0,29.29,2049.0865289999997
1,2.05,125,0,17.73,7168.723251
1,2.25,125,0,38.31,12836.62141
0,3.23,250,2,12.17,8727.865972
0,1.89,90,2,21.14,2488.0156420000003
1,3.86,250,0,23.57,22423.13485
1,1.57,50,2,19.68,2747.559548
1,1.51,50,1,38.31,4087.052687
1,2.09,250,2,38.31,21637.7126
1,2.69,63,0,27.73,6813.845563
1,2.06,63,0,18.11,4064.961293
1,1.88,250,0,23.67,17658.57159
1,1.85,125,0,30.79,9699.252005
0,3.83,90,1,12.17,2886.763237
1,2.19,200,1,33.11,14221.44992
0,1.98,250,2,25.01,8496.93393
1,3.61,90,0,38.31,14799.54104
1,1.6,125,1,31.16,8211.230423
1,2.95,50,0,12.71,4113.731549
1,3.9,50,0,16.42,5993.882963
1,2.95,90,0,29.3,9530.246001000001
1,2.59,125,1,20.91,13109.20355
1,2.06,200,1,33.72,17038.90326
0,3.18,90,1,18.66,2314.937221
1,1.76,125,2,30.58,8455.526539
1,1.93,200,0,33.72,14892.741530000001
1,1.52,63,0,38.31,3923.874519
1,2.62,90,2,12.17,6012.976296
1,1.99,63,0,12.17,3087.05987
1,1.8,63,0,19.78,3047.695185
1,1.94,90,0,34.82,6741.968185
1,3.23,200,0,37.85,22423.13485
1,3.27,200,0,36.64,22423.13485
1,3.14,250,2,21.6,22423.13485
1,1.45,250,1,23.75,17936.12332
1,2.08,63,0,38.31,4913.583831
1,1.45,50,0,24.1,2662.193563
1,3.34,250,2,24.01,22423.13485
1,2.69,90,1,23.2,7783.853547
0,2.63,125,0,38.31,4879.750822999999
1,1.75,63,0,16.31,3618.977134
0,2.52,125,1,37.49,5289.463188000001
1,3.16,90,1,38.2,13241.71952
1,2.88,50,0,17.07,4229.778484
0,1.45,200,0,32.88,3344.552068
0,3.51,63,0,16.28,2481.981995
1,2.91,90,1,38.31,11144.113959999999
1,3.85,50,2,22.19,7025.369032
1,1.7,125,0,35.76,8484.062917
1,3.9,250,2,24.54,22423.13485
0,2.68,125,1,30.95,5442.127833
0,2.46,90,1,38.25,3530.026558
1,2.88,125,1,26.01,14944.026759999999
0,2.87,90,2,38.31,4443.384596
1,1.59,250,0,23.69,14453.819790000001
0,3.9,90,2,23.9,4857.539691
1,1.81,200,0,16.29,11623.7536
0,2.03,63,0,19.83,1749.84168
1,2.33,125,1,18.98,9021.252109000001
1,3.28,63,0,30.27,8105.287434999999
1,2.65,63,0,21.15,5828.947578
1,2.3,125,0,35.2,11924.93595
0,3.5,125,0,17.66,4718.387314
1,1.65,125,0,26.19,6973.154522
0,3.68,90,0,17.66,4094.0127469999998
1,1.78,90,0,37.79,6834.536139
1,2.69,200,0,27.23,17938.27038
0,2.99,125,0,24.92,3527.1998380000005
1,3.9,200,1,19.35,22423.13485
1,3.09,90,1,17.05,8482.305584
1,1.53,63,1,29.79,3739.8888450000004
1,2.74,90,0,38.31,10753.0383
0,1.45,90,1,33.94,1749.84168
1,3.05,63,1,13.26,5581.91461
0,3.9,90,1,33.66,6289.822338
1,2.79,250,0,35.88,22423.13485
1,1.65,63,0,14.11,2492.050252
1,3.0,90,1,33.7,12113.05182
0,1.5,125,1,23.38,2261.692083
1,3.07,63,2,18.91,6404.8092719999995
1,2.1,200,2,32.81,15908.727980000001
1,3.18,90,1,19.04,9723.566565000001
0,2.21,200,2,36.92,6622.558375
1,1.82,90,1,29.81,7049.453061
0,3.64,200,0,32.27,9705.181122
1,2.83,250,2,29.09,22423.13485
0,2.82,90,0,37.44,3806.015626
0,2.72,90,2,18.29,3176.088032
0,2.18,125,0,36.69,4374.663279
1,2.02,63,2,38.31,5887.281758
1,2.0,200,0,12.17,9322.695135
1,3.28,90,0,16.16,7523.667864
0,2.65,50,1,33.24,1921.5946059999999
1,3.9,90,0,17.13,11235.05707
1,1.45,90,0,28.36,4309.0286240000005
1,2.04,200,0,38.31,16571.968930000003
1,2.18,90,2,12.17,4830.172485
1,3.9,90,2,14.83,11049.41232
1,2.73,200,0,13.62,13847.903909999999
1,2.69,200,0,26.37,20175.91481
1,3.9,125,2,18.16,18918.70115
1,2.83,50,1,14.26,3791.6612659999996
1,3.9,250,0,13.61,22423.13485
1,2.95,50,0,38.31,6916.366523000001
0,1.99,63,0,21.86,1749.84168
0,3.9,63,1,15.06,2850.465982
0,3.9,250,0,21.88,10646.59797
1,2.53,90,2,19.27,6524.834326
1,3.56,125,2,16.67,15306.490769999999
0,3.6,200,0,18.24,7814.618982999999
0,1.86,63,0,19.96,1749.84168
1,1.59,90,2,20.3,4716.475461
1,2.89,63,1,17.42,5646.293594
1,2.57,200,0,33.37,19512.048590000002
1,3.9,200,0,38.31,22423.13485
1,2.47,90,1,33.16,9661.515365000001
0,3.72,125,1,27.79,5914.16232
1,2.05,200,0,36.64,16814.67227
1,2.44,250,0,38.31,22423.13485
0,2.4,125,0,24.54,3427.332531
0,3.32,90,0,38.31,4527.353121
1,3.9,90,0,36.01,14532.68914
1,2.13,125,0,19.05,9786.227326999999
1,3.13,50,1,18.03,4452.364903
0,1.65,63,0,25.35,1749.84168
1,3.43,125,0,34.56,20531.53628
0,3.06,90,0,38.31,4195.164325
1,1.73,90,1,31.33,5285.801177
1,2.8,125,2,29.13,11522.51932
1,3.1,90,1,38.31,11691.47908
1,2.39,63,1,17.04,4659.511142
1,3.47,90,0,22.43,11504.03489
1,3.16,125,0,21.66,12216.33046
1,2.11,125,2,12.17,5564.431409000001
1,3.8,63,1,12.17,5718.007011
0,3.45,63,0,18.55,2453.048107
1,2.75,125,2,12.47,7852.84303
0,1.86,90,2,31.25,2273.290497
1,2.92,90,0,24.0,8940.860925
0,3.31,200,0,15.97,7201.491154
1,3.9,250,0,12.17,22423.13485
1,2.42,90,0,23.21,7452.187190000001
1,1.97,50,0,38.31,3549.7418780000003
1,1.88,63,1,24.1,3758.708934
0,3.27,63,2,24.16,2707.7942989999997
1,2.88,63,0,13.01,4989.538205
1,3.72,63,0,21.57,7442.631294
0,3.18,63,2,12.17,1853.594543
0,3.3,63,1,37.58,3136.806133
1,2.88,90,0,15.74,7931.676331999999
0,1.47,250,0,29.91,4593.143334
1,3.85,90,1,20.39,10839.5899
1,1.45,250,0,38.2,12517.91346
1,2.25,63,0,34.12,6277.348035
0,2.57,90,1,12.17,1826.309836
1,3.71,50,1,25.18,6211.475963
1,3.04,200,0,36.39,22423.13485
0,3.83,250,0,24.2,16568.59272
0,1.85,90,0,22.97,1865.78915
1,1.79,63,2,19.57,3531.25385
0,3.9,50,1,26.13,2508.499216
1,1.65,200,0,29.11,15174.29145
0,1.68,250,2,12.17,3834.6487020000004
1,3.64,63,0,22.0,7697.537294
0,2.33,90,0,14.95,2408.192195
0,2.57,50,2,28.77,1749.84168
0,2.49,125,0,17.35,3903.503875
0,2.08,90,0,32.15,3392.9984799999997
0,3.64,63,2,21.89,2900.408727
1,1.45,50,2,21.79,2316.883517
1,1.93,125,1,17.11,8883.411198
1,3.9,250,2,33.75,22423.13485
1,1.57,125,0,12.17,4964.06506
1,1.97,50,0,37.35,4083.13164
1,2.48,50,0,24.8,3958.002561
1,3.12,90,1,27.8,10205.63615
0,2.02,90,1,27.7,2742.1445129999997
0,2.82,90,2,19.39,3017.1027649999996
0,3.34,63,2,27.69,2575.914264
1,2.33,200,0,33.22,19393.34852
0,2.63,200,0,19.4,6270.702503
0,3.53,90,0,22.57,3633.0309479999996
1,1.58,90,1,26.34,4845.185993
1,1.55,90,1,38.31,4805.741325
0,3.9,125,1,19.92,6648.409638
1,3.9,125,2,38.31,22423.13485
1,2.28,50,2,23.64,4752.9487070000005
1,2.54,250,0,17.1,22423.13485
1,3.81,250,2,38.31,22423.13485
0,2.64,90,0,24.87,3295.134846
1,2.4,90,0,17.68,6947.970126
1,2.24,250,0,26.05,22423.13485
1,1.45,63,1,12.17,2062.846258
0,2.74,200,1,23.29,6492.208264
1,2.67,63,2,38.31,7886.000623999999
1,2.42,63,0,19.33,5443.89339
1,2.56,90,0,19.57,6861.462639
1,1.45,90,1,17.96,3723.541924
1,2.48,90,1,23.17,8346.298459
1,2.71,90,2,38.31,12538.22856
1,3.7,125,1,28.37,18186.32776
1,2.33,250,2,23.4,17154.00157
1,3.58,250,0,16.47,22423.13485
1,2.91,63,1,20.75,6248.181178
1,2.74,125,0,27.39,12571.72623
1,3.17,250,1,38.31,22423.13485
1,2.3,90,0,31.51,7333.210198999999
1,2.54,90,1,17.43,8018.535883
1,3.0,50,2,19.58,4625.433690999999
1,1.45,90,1,23.05,4785.967111
1,3.62,125,2,36.56,18587.019809999998
1,2.71,63,1,18.91,4572.487749
0,2.71,63,0,18.36,1786.935891
1,2.39,63,1,38.31,6489.995247
1,2.73,90,0,32.23,10015.22438
1,3.44,63,0,38.31,8306.043094
1,3.9,90,0,31.07,16390.99494
1,3.86,250,2,12.17,22208.76985
1,2.24,63,2,32.23,5935.506526
1,3.02,125,1,24.06,16614.8916
0,1.86,250,0,13.7,8255.403811
1,2.23,250,0,12.17,12621.6031
1,3.81,200,0,25.03,22423.13485
1,1.84,90,0,17.31,5924.282533
0,3.53,50,0,23.63,2224.2065239999997
1,2.89,63,1,32.05,6974.694642
1,3.9,250,0,33.39,22423.13485
1,2.0,90,1,14.64,5228.622185
1,2.64,63,0,23.38,6495.116293
1,3.48,50,1,12.6,4856.736324
0,2.62,90,0,25.73,2674.160901
1,3.42,90,0,18.83,10137.48597
0,2.19,63,0,17.87,1749.84168
1,2.62,90,2,38.31,9497.792942
1,1.69,90,0,14.86,4010.089604
1,1.45,90,1,15.05,3730.7047390000002
0,3.46,90,2,17.59,3188.755902
0,3.9,200,0,14.5,8284.52425
1,2.09,63,1,14.74,3302.713894
1,3.51,125,2,32.74,20075.87255
0,3.79,90,0,27.88,5087.755979
0,2.18,50,0,13.4,1749.84168
1,3.39,125,0,38.31,17779.149080000003
1,2.72,200,0,37.25,22423.13485
1,2.75,250,2,14.16,22423.13485
0,1.96,90,2,14.68,1770.490078
1,2.98,63,0,31.03,8327.786812
0,2.6,50,1,35.81,2152.0941989999997
0,1.67,125,1,32.92,3281.594975
0,2.82,125,2,34.28,4883.421385000001
0,1.51,200,0,17.18,3090.549688
1,1.98,250,2,15.5,15635.659269999998
1,1.76,125,1,38.31,10655.107109999999
1,3.11,125,0,22.78,13996.29184
0,3.9,200,1,24.95,10658.44228
1,2.11,250,2,33.45,19778.21051
0,1.76,63,0,36.95,1749.84168
0,2.5,125,0,36.45,4714.088203
1,2.96,90,2,14.17,8556.064933
1,2.79,200,0,12.17,13689.986680000002
1,3.9,250,0,25.71,22423.13485
0,2.39,250,0,25.81,9218.893207
0,1.67,250,1,12.61,3513.780297
1,1.97,250,0,34.62,22423.13485
1,3.9,90,0,13.23,12080.81806
0,3.25,125,1,30.76,5123.902499
1,3.23,250,2,20.81,22423.13485
1,1.81,200,1,22.84,12492.22178
1,1.72,63,1,17.15,3700.682435
1,2.36,63,0,23.79,4704.696311
1,2.47,250,2,34.7,22423.13485
0,3.17,250,2,17.71,13849.460130000001
1,2.86,90,1,27.61,10080.63887
0,1.83,125,0,21.32,2214.654579
0,3.23,200,0,24.74,7747.174897
1,2.3,50,1,22.03,4035.6130369999996
1,2.94,250,0,37.46,22423.13485
1,2.14,250,1,23.63,16435.25797
1,2.47,50,0,38.31,5668.902383
1,1.97,63,1,29.57,4608.163956
1,3.45,200,2,21.25,22423.13485
1,2.82,90,0,12.49,6299.61308
0,2.7,63,0,24.58,2157.607134
0,2.06,200,0,12.97,3491.894472
1,1.85,125,2,17.53,7387.284192
1,1.69,250,1,19.38,15934.813040000001
1,3.62,250,0,31.37,22423.13485
1,1.92,200,0,23.42,13212.402109999999
1,3.37,200,1,15.58,18412.806930000002
1,2.21,200,1,16.84,12170.47581
1,3.24,63,2,25.1,8280.929161
0,3.9,50,0,16.46,2256.696421
0,3.02,90,0,38.31,4299.244572
0,1.86,125,0,15.68,2569.6103160000002
1,2.81,63,2,38.31,8620.82153
0,1.45,63,1,23.1,1749.84168
1,2.04,200,0,22.76,13153.761859999999
1,2.21,250,1,15.08,17156.9041
0,1.75,63,0,17.0,1749.84168
0,2.83,125,1,29.65,4536.992564
1,3.7,63,2,38.31,9066.148159999999
0,2.74,63,0,22.73,2319.961147
1,1.45,250,2,16.8,13554.35051
0,3.24,125,1,16.59,4874.268683
0,3.09,90,1,25.68,3077.26075
0,3.18,90,1,18.36,3511.135318
0,3.9,90,0,22.43,5286.107925
1,3.21,90,0,19.7,7753.702684000001
1,1.45,90,0,19.39,3966.8990229999995
1,2.69,125,0,15.59,9077.850369
1,2.87,250,0,38.31,22423.13485
1,1.84,63,1,12.17,1998.2156309999998
1,3.18,250,2,33.64,22423.13485
1,3.69,90,0,16.57,10318.5107
1,2.29,250,1,17.54,17023.26295
1,3.08,90,0,12.17,7435.218043000001
0,1.74,125,0,20.07,2199.4908379999997
0,2.08,50,1,21.52,1749.84168
1,2.72,63,0,19.56,4849.2343200000005
0,1.45,63,0,14.24,1749.84168
0,2.6,250,0,12.17,10085.428020000001
1,1.81,200,0,16.01,12470.6613
0,2.05,125,0,19.9,3512.6407799999997
1,2.09,90,0,38.31,7167.001218
0,2.45,200,2,12.81,4443.709557
1,2.7,125,2,36.25,13597.15326
0,1.45,63,2,38.31,1749.84168
0,1.9,90,0,22.13,2142.9647010000003
0,2.07,250,1,26.38,7920.354478
1,1.8,250,0,33.12,22423.13485
1,1.96,63,1,38.31,4846.596412
1,3.57,63,0,30.47,8889.171986
1,2.45,200,2,17.26,15724.972
1,3.7,63,1,21.37,7441.429815
1,3.78,90,0,15.14,10232.63873
1,3.06,90,0,16.45,9434.423544
1,1.97,125,2,35.58,9291.344184
0,2.48,90,0,36.67,3512.893905
1,3.9,90,0,14.13,10743.73985
0,2.88,50,1,22.28,1789.1987989999998
1,1.85,63,0,35.96,3949.7070729999996
1,2.89,90,0,30.08,8760.838102
1,1.95,63,2,27.15,5917.68807
1,1.45,90,0,21.08,3648.003154
0,3.21,90,0,21.26,3544.551408
1,3.0,50,1,19.85,5179.959825
1,3.9,200,2,29.25,22423.13485
1,3.9,90,1,19.92,10875.76246
1,2.03,200,1,17.56,11322.60757
1,3.9,200,2,14.61,22423.13485
1,3.27,63,0,18.9,5971.553048
1,2.24,63,0,19.14,4252.841963
0,3.75,125,0,18.56,4258.758944
1,3.9,63,2,27.48,9285.692079999999
0,3.03,250,1,22.05,11533.6286
0,3.9,250,2,18.42,15179.50535
0,1.86,90,0,28.68,1967.711321
1,1.97,63,0,25.77,3765.544239
1,2.34,200,0,25.47,17513.45905
0,2.05,200,0,35.21,5441.423545000001
1,2.3,63,0,12.17,4062.245332
1,2.63,125,1,23.21,11942.555540000001
1,1.99,125,1,38.31,12959.96404
1,3.46,90,1,35.54,10028.59385
0,2.24,90,2,22.64,2237.408553
1,3.9,90,0,16.36,9379.375552
0,1.45,63,0,24.14,1749.84168
1,1.45,125,2,16.0,5449.937741
1,2.97,250,0,12.89,17747.52942
1,2.87,50,0,25.14,4807.407385
1,1.77,90,0,12.17,4467.552159000001
0,2.02,200,2,25.45,5302.519996
0,2.37,90,1,23.05,2708.4801420000003
0,3.58,125,0,13.44,3693.1847299999995
1,1.45,90,1,37.17,9179.295467
0,2.05,90,1,17.21,1863.464985
0,1.7,250,0,32.35,5913.550238000001
0,3.12,90,0,37.36,4073.358017
1,2.96,200,0,22.1,19347.52758
1,3.48,63,2,21.76,7496.114184999999
1,3.32,63,0,21.62,5822.55181
0,2.57,63,1,24.31,2179.3500710000003
1,1.45,90,0,29.92,4531.216799
1,3.9,125,0,23.53,21057.42525
1,2.13,90,0,22.68,6006.18654
1,3.5,90,0,14.27,8526.965461
1,2.31,50,0,20.27,4292.980321999999
0,3.9,125,0,12.31,4609.596141
1,3.9,250,0,38.31,22423.13485
0,1.84,90,1,29.8,2358.249118
1,3.16,125,2,26.68,12884.92925
1,2.87,63,2,15.74,5474.252765
1,2.52,200,1,33.94,21553.97638
0,3.44,90,1,25.31,4248.972385
0,1.46,90,1,34.09,2208.643984
1,3.42,63,1,22.18,6972.926644
1,2.4,90,2,19.29,6229.473625
1,3.3,200,0,16.5,18426.820219999998
1,3.1,90,1,21.97,9746.793670000001
1,1.45,63,0,20.69,3054.5495960000003
0,2.42,200,1,22.53,5555.975786
1,3.13,90,0,22.72,9508.928853
1,1.93,63,2,26.85,4251.040164
0,3.9,125,0,26.54,6700.098631
0,3.22,63,0,12.17,1890.79798
0,3.18,50,2,20.06,2088.1725969999998
0,1.45,90,1,20.52,1749.84168
1,3.52,90,0,31.56,12535.37612
0,1.97,50,2,27.38,1749.84168
0,3.49,250,0,14.22,2780.9579329999997
0,2.27,63,0,38.31,2396.6408539999998
1,1.72,63,2,17.07,3415.2002909999997
1,2.82,250,0,20.68,22423.13485
0,3.11,90,0,20.44,3294.46468
0,1.72,63,2,12.17,1749.84168
1,1.62,90,0,13.8,4834.634948
1,2.16,90,0,23.75,7614.190879000001
0,1.84,90,0,38.31,2610.336849
1,3.9,63,0,27.23,9408.82282
1,3.28,125,0,22.4,13680.41739
0,1.5,63,0,20.58,1749.84168
1,2.35,90,0,15.16,6756.139037000001
1,1.45,200,1,19.46,8936.115543
1,1.45,90,0,16.65,3040.939997
1,2.35,50,0,27.15,4121.701102
0,2.99,63,1,27.83,2523.1242429999998
1,2.44,200,1,20.94,17430.577380000002
0,2.16,63,0,17.86,1749.84168
0,2.78,250,0,31.71,11290.741970000001
1,3.9,200,0,20.47,22423.13485
1,1.7,63,1,25.25,3658.898472
1,3.49,250,0,37.73,22423.13485
1,1.53,50,1,19.9,2146.958428
0,2.53,90,1,25.25,2900.306432
1,2.18,90,0,38.31,8100.4357230000005
1,3.6,250,0,24.37,22423.13485
1,3.9,63,0,38.31,10462.53701
1,2.22,50,1,21.85,3980.10745
0,3.9,250,2,31.02,16129.29816
1,3.89,125,0,12.55,14058.75075
1,2.19,63,0,22.06,4283.0089450000005
1,1.45,90,1,12.17,2133.465375
1,2.61,63,1,38.31,7246.692812
1,3.12,90,0,31.92,12258.79025
1,3.9,90,2,35.93,13912.42393
1,2.24,125,1,21.36,9237.577714000001
1,2.84,63,0,20.92,6117.719847
1,3.9,50,2,37.51,9356.064636
1,2.16,90,1,27.51,6911.103032999999
1,1.55,125,1,28.82,6263.100377000001
1,3.9,50,2,14.52,5384.943906
0,1.45,63,1,25.37,1749.84168
0,2.68,63,0,27.61,1914.1870809999998
0,2.47,90,1,15.07,2310.457217
1,2.39,90,0,14.37,5515.562982
1,2.18,200,0,33.0,17937.01914
0,3.81,63,1,24.74,3710.28677
1,2.06,90,0,34.93,7790.543151000001
0,2.82,90,0,24.12,3856.1989200000003
1,3.13,90,0,27.33,9918.35858
1,2.42,90,2,19.62,6999.5489370000005
1,1.6,50,0,18.16,2816.1801609999998
1,2.34,50,2,12.17,2867.964171
1,2.43,63,1,16.59,4232.703015
1,1.77,90,1,38.31,7167.662322
1,3.57,63,1,21.27,7498.311547
1,1.81,63,2,27.92,4177.037142
0,2.04,200,0,26.6,6418.028852
1,1.47,63,0,27.67,3089.858392
1,3.11,200,2,19.64,18675.92925
0,2.6,90,1,38.31,3062.350541
1,1.92,63,2,13.84,3633.8969939999997
1,2.33,125,0,33.15,10234.28317
0,1.72,63,0,29.34,1749.84168
0,1.64,90,0,20.36,1749.84168
0,2.93,250,0,34.29,10984.07655
1,3.8,50,1,36.77,8263.521659999999
0,3.06,90,0,21.61,3333.0987809999997
0,2.96,63,0,38.31,3133.07815
1,3.9,50,2,17.14,6008.32589
0,2.81,63,0,17.43,1823.461998
1,3.42,90,0,16.01,10840.532490000001
0,2.69,250,1,16.69,9622.867838
1,3.01,200,1,34.37,22423.13485
1,1.55,63,0,35.17,3601.820321
0,2.46,125,0,13.49,2865.475966
1,3.8,63,0,30.39,10201.09678
1,3.36,200,1,30.35,22423.13485
1,2.2,200,2,23.68,18402.98059
1,3.9,200,0,17.61,22423.13485
1,2.94,200,1,21.31,18937.5999
1,2.64,125,0,38.31,14127.56412
1,2.18,125,0,35.03,12539.84059
1,1.8,50,2,16.46,2695.9780149999997
1,3.01,125,1,12.17,9115.008071
1,3.15,50,0,18.16,4645.216327
1,3.2,200,0,18.36,20193.59818
0,3.89,90,2,31.88,4838.91629
1,2.06,125,1,36.02,10101.788209999999
0,2.62,50,0,12.17,1749.84168
1,2.88,250,0,38.31,22423.13485
1,3.21,90,1,15.91,8136.532488
1,3.29,50,0,35.23,6553.074777000001
1,1.84,125,0,20.95,6878.818331999999
1,3.46,200,1,31.27,22423.13485
1,3.55,250,1,28.45,22423.13485
0,1.52,90,0,13.69,1749.84168
0,2.23,250,0,22.9,6016.255938
0,3.29,63,0,19.84,2481.89496
1,3.07,90,1,21.01,8611.480264
1,2.07,125,0,28.92,8451.269709
1,2.62,200,1,30.29,22037.19483
0,3.53,90,2,22.27,3282.3780920000004
1,3.07,200,1,31.56,22148.67865
1,2.9,63,2,26.55,5996.335357
0,2.86,90,1,17.99,2502.1515670000003
1,3.08,250,0,20.0,22423.13485
0,2.71,250,0,23.17,7656.785806
1,1.48,90,0,37.05,5989.574845
1,2.58,63,1,18.73,4705.401752000001
1,2.55,63,2,38.31,6586.432501
0,2.27,200,0,26.04,6418.458632
1,1.65,63,1,12.93,3011.923803
1,2.27,200,1,22.76,16684.9484
1,2.7,90,2,17.09,7495.020433
1,3.75,50,2,30.65,7723.457034999999
1,1.45,200,2,16.77,6487.9363619999995
1,3.6,63,1,26.59,8339.902604
1,2.23,90,1,32.08,8490.808493
1,3.32,200,0,23.49,20264.5118
1,1.62,90,2,18.58,4980.894247
1,2.08,63,0,21.69,4547.290207
0,2.38,250,0,32.42,10373.61252
1,2.07,200,0,32.35,12094.89101
1,2.23,125,2,21.89,8680.973718000001
0,3.32,200,0,38.31,10644.52786
1,2.36,125,2,19.62,11288.01707
0,3.74,63,0,19.42,2678.433239
1,2.58,200,0,25.73,15699.15884
1,3.46,63,0,32.74,6909.438354000001
1,2.35,200,0,21.04,17883.25032
0,3.64,90,1,18.15,3684.259894
1,2.22,50,0,38.31,6301.86611
1,2.21,250,1,38.31,22423.13485
1,2.86,250,0,29.75,22423.13485
1,3.16,63,0,16.9,5895.191629
0,3.9,63,2,30.32,2839.259274
1,3.9,90,0,18.15,10815.30514
1,1.95,63,2,24.55,4216.793249
0,3.9,200,1,12.17,8753.713315
1,3.71,90,0,29.24,12253.21879
1,1.45,63,1,28.22,2609.435754
1,1.94,63,0,12.17,3198.603353
1,3.15,200,1,17.95,20599.43635
1,3.9,50,1,18.93,7598.99434
1,3.9,125,0,38.31,20062.42425
1,2.33,63,0,24.1,4820.927353
1,3.84,90,0,16.49,9866.389656
1,3.51,63,0,28.2,8294.006888
0,1.85,63,0,38.31,1749.84168
1,2.89,90,0,38.31,11497.53573
1,2.53,90,0,28.24,8443.350507
1,1.97,90,1,23.24,5675.426097
0,3.9,125,2,21.01,6888.0607390000005
1,2.38,63,2,29.79,6252.983741
0,3.9,90,2,38.31,5521.086278
1,2.13,125,2,38.31,11659.3801
0,3.46,125,1,27.94,5400.489251
1,1.91,90,2,30.39,7516.30045
0,2.9,90,0,38.31,4078.5965560000004
1,2.24,90,0,30.57,8710.318196
0,2.98,63,1,31.87,2915.421136
0,2.81,63,0,38.31,2675.272243
0,1.45,200,2,27.6,3831.02034
1,3.01,90,1,38.31,10454.52129
1,1.45,63,1,13.77,2337.403516
1,2.96,90,0,38.31,11765.0926
1,3.82,250,0,20.01,22423.13485
0,3.3,250,2,12.17,8599.753007
1,2.19,90,0,33.7,7584.282824
1,2.21,90,0,27.11,6509.538322
1,3.09,200,0,30.85,22114.5003
1,2.2,200,1,29.57,17727.55669
1,3.09,90,2,38.31,10678.77235
1,3.9,125,0,22.8,16766.18748
1,2.72,125,1,22.21,13555.719680000002
1,3.52,250,0,17.34,22423.13485
0,3.02,125,2,24.8,4797.811581
1,2.52,200,0,25.33,17844.30195
1,1.98,50,0,18.86,3413.37209
1,1.97,90,0,38.31,7335.470489
1,3.3,90,0,16.48,9403.587723
0,2.82,200,0,19.66,6677.184072
1,3.9,200,0,27.4,22423.13485
0,1.63,63,2,12.17,1749.84168
0,2.39,63,1,19.4,1749.84168
0,1.45,63,2,21.48,1749.84168
0,1.94,50,0,38.31,1749.84168
1,1.86,50,1,38.31,4347.232736
1,2.1,63,0,21.22,4426.09345
1,2.2,200,1,18.67,14485.964390000001
0,3.07,200,0,21.06,6537.091444
1,2.39,250,0,23.15,22423.13485
1,1.84,90,2,23.34,5575.395622
0,2.45,90,1,32.95,2509.270762
1,3.9,250,0,38.31,22423.13485
0,1.83,90,1,33.39,2713.400333
0,2.2,90,0,12.17,1749.84168
1,1.52,50,0,16.82,1772.03354
0,3.13,63,0,18.04,2248.049552
1,1.93,63,0,27.83,3987.0079229999997
1,1.98,200,0,28.85,16518.28471
1,1.5,50,1,33.42,3226.7228370000003
0,2.49,90,2,19.92,2859.845021
1,3.9,90,0,13.2,9947.014501
1,2.02,90,0,23.94,6580.4011310000005
1,3.28,125,0,38.31,18290.22603
1,1.89,250,0,25.58,22423.13485
1,2.46,63,0,16.3,4268.328256000001
1,2.77,63,0,13.85,4759.212214
1,2.42,250,0,38.31,22423.13485
0,3.77,250,0,16.91,11308.915990000001
1,1.45,63,2,33.48,2618.16187
0,1.67,90,0,20.21,1749.84168
0,2.0,63,0,26.88,1749.84168
1,2.17,250,0,37.66,22423.13485
1,3.9,250,0,38.31,22423.13485
1,3.9,200,1,18.03,22423.13485
1,1.48,50,1,18.68,2320.9495460000003
1,2.15,250,1,15.97,20660.87142
1,2.26,200,1,23.73,17084.1129
0,2.82,90,1,28.41,3579.015571
1,2.04,125,0,26.54,8596.910832
0,2.63,90,1,22.91,2584.246598
1,2.97,90,0,28.37,10560.80989
1,2.52,50,0,22.43,4355.054561
1,3.9,125,0,20.38,18460.895419999997
1,2.05,90,2,22.04,6913.086095999999
1,3.9,125,0,19.89,16197.389509999999
1,2.17,63,1,12.17,3271.780644
0,1.64,63,0,12.96,1749.84168
0,3.42,200,2,30.59,9845.573898
0,2.03,90,2,17.83,1959.964493
0,3.7,125,0,17.97,6092.918672
0,1.79,63,1,30.24,1749.84168
1,3.9,250,0,26.45,22423.13485
1,2.11,125,0,17.16,8320.312162999999
0,2.12,125,1,26.94,3437.42589
1,1.69,125,0,18.44,5915.756927
1,3.34,125,2,13.8,12991.22026
1,3.63,63,2,26.2,7605.690320000001
1,1.45,200,1,17.61,8213.236015
0,1.5,125,1,23.5,2415.156497
0,3.18,63,1,37.06,3289.602915
0,2.87,50,0,25.75,1753.27403
1,3.39,200,1,20.99,22423.13485
0,1.99,50,2,32.46,1749.84168
